subtype,cell_type,chi2_stat,p_value,overlap,fdr,neg_log10_fdr
2,kidney interstitial fibroblast,5.7713726229131765,0.016289306558822415,15,0.13476179822631587,0.8704332025398658
2,pericyte,2.001506182207537,0.1571429884129527,11,0.562325399713017,0.2500122993714926
2,lung pericyte,8.065422112012977,0.004511796315300031,14,0.04990320166922761,1.3018715901947873
2,renal interstitial pericyte,8.560925506406637,0.0034345477470223607,16,0.042495251785191916,1.371659593213021
2,smooth muscle cell,3.7762555335139187,0.05198487286810235,12,0.29417796274197455,0.5313898639607086
2,vascular associated smooth muscle cell,2.0963575009317794,0.14765051673423255,10,0.5549967793970146,0.2557095370469872
2,tracheobronchial smooth muscle cell,5.161342510441991,0.023095038658640064,13,0.16323753066626154,0.7871799835270925
2,mesothelial cell,3.8481288094679216,0.04980152188841837,14,0.28626071636649925,0.5432382462355607
3,B cell,0.563403781099897,0.4528920492424463,3,0.9339299320536322,0.029685705422952544
3,naive B cell,0.013801816955630349,0.906478793026861,4,1.0,-0.0
3,memory B cell,0.0,1.0,5,1.0,-0.0
3,mature B cell,0.2974073384916659,0.5855123704088374,7,1.0,-0.0
3,plasma cell,0.9193455585947793,0.33764686589293286,3,0.8271215171202718,0.08243068109083769
3,transitional stage B cell,0.027395228373030378,0.8685386131086926,4,1.0,-0.0
3,class switched memory B cell,0.010578321034897578,0.9180812553556966,5,1.0,-0.0
3,immature B cell,0.17217436039156656,0.6781865706138104,3,1.0,-0.0
3,IgA plasma cell,1.5861638756203535,0.2078750662772088,0,0.6725223501497447,0.17229327803869693
3,IgG plasma cell,2.721229408899591,0.09902171991960002,0,0.4604194620465478,0.33684632691718025
3,plasmablast,0.002511158527976765,0.9600335666215635,5,1.0,-0.0
3,T cell,0.023531542708358343,0.8780828893302528,5,1.0,-0.0
3,alpha-beta T cell,1.352056073165165,0.24491899273356132,3,0.7123142019741027,0.1473283966950237
3,memory T cell,0.004144863811611406,0.9486671636058599,5,1.0,-0.0
3,"CD4-positive, alpha-beta T cell",0.7567027562570801,0.3843623604417985,3,0.8768266347578528,0.05708626639543353
3,"CD8-positive, alpha-beta T cell",0.36035871635715405,0.5483070811029092,4,0.9957013194765282,0.001870917356020546
3,"naive thymus-derived CD4-positive, alpha-beta T cell",0.1319713416618839,0.716396777234371,4,1.0,-0.0
3,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1427719081584663,0.7055407638300322,4,1.0,-0.0
3,"CD4-positive, alpha-beta memory T cell",0.0,1.0,5,1.0,-0.0
3,"CD8-positive, alpha-beta memory T cell",0.18949512818101635,0.6633371504764436,4,1.0,-0.0
3,"effector CD8-positive, alpha-beta T cell",0.3968253588820656,0.5287333448264222,8,0.9821255514587487,0.007832989992728693
3,regulatory T cell,0.21488431991390902,0.6429657649312039,4,1.0,-0.0
3,T follicular helper cell,0.00035047516625990184,0.9850636899885659,5,1.0,-0.0
3,CD4-positive helper T cell,0.4264739055766328,0.5137242407833456,4,0.9765044276858084,0.010325783184980166
3,"CD4-positive, alpha-beta cytotoxic T cell",0.0,1.0,5,1.0,-0.0
3,"CD8-positive, alpha-beta cytotoxic T cell",0.0,1.0,6,1.0,-0.0
3,mature alpha-beta T cell,0.0,1.0,6,1.0,-0.0
3,gamma-delta T cell,0.17729855479165252,0.6737051726673053,4,1.0,-0.0
3,mature gamma-delta T cell,0.004144863811611406,0.9486671636058599,5,1.0,-0.0
3,mucosal invariant T cell,0.6046970758878113,0.43679147003167795,3,0.9188984816228384,0.036732466096321796
3,T-helper 22 cell,0.30495898771782975,0.5807901534067812,3,1.0,-0.0
3,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",1.3813656906784497,0.23986865747697636,4,0.7118053656837103,0.14763874255014986
3,double negative T regulatory cell,0.005691809207371529,0.9398613883500783,6,1.0,-0.0
3,"central memory CD4-positive, alpha-beta T cell",0.4087422558144454,0.5226085778684959,3,0.9765044276858084,0.010325783184980166
3,"central memory CD8-positive, alpha-beta T cell",0.5033741754940946,0.47802127882990275,3,0.9475984716039558,0.023375648428908925
3,"effector memory CD4-positive, alpha-beta T cell",0.6469675650915262,0.4211989450743785,3,0.9178365071770038,0.03723467212599357
3,"effector memory CD8-positive, alpha-beta T cell",0.5033741754940946,0.47802127882990275,3,0.9475984716039558,0.023375648428908925
3,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.02820783867787781,0.8666211244566555,5,1.0,-0.0
3,"activated CD4-positive, alpha-beta T cell",2.310510799991913,0.12850181571146574,3,0.5270018284796066,0.27818787796159794
3,"activated CD8-positive, alpha-beta T cell",2.874383374726636,0.08999944210809421,2,0.440936864019522,0.355623590965017
3,"double-positive, alpha-beta thymocyte",1.3558933549072527,0.2442504689279959,4,0.7123142019741027,0.1473283966950237
3,double negative thymocyte,0.07165155319899887,0.7889471257927383,5,1.0,-0.0
3,natural killer cell,0.008287558379462124,0.9274639637605508,6,1.0,-0.0
3,mature NK T cell,0.009366979454649095,0.9228986000007666,7,1.0,-0.0
3,"CD16-positive, CD56-dim natural killer cell, human",0.509351875037933,0.47541955908478206,8,0.9475984716039558,0.023375648428908925
3,"CD16-negative, CD56-bright natural killer cell, human",0.0,1.0,5,1.0,-0.0
3,lymphocyte,0.056733206131593925,0.8117358003777344,7,1.0,-0.0
3,innate lymphoid cell,0.011938392584202134,0.9129939309868402,5,1.0,-0.0
3,immature innate lymphoid cell,0.00031258723642593115,0.9858940267283979,9,1.0,-0.0
3,lymphoid lineage restricted progenitor cell,4.3255862105584475,0.037543480278168374,14,0.2265019884550654,0.6449279809744528
3,monocyte,0.0,1.0,6,1.0,-0.0
3,classical monocyte,0.0,1.0,6,1.0,-0.0
3,non-classical monocyte,0.023531542708358343,0.8780828893302528,5,1.0,-0.0
3,intermediate monocyte,0.3928856777722039,0.5307864538915363,4,0.9834368308142678,0.00725353092497712
3,"CD14-positive, CD16-negative classical monocyte",0.038738773747452895,0.8439670847145572,5,1.0,-0.0
3,"CD14-positive, CD16-positive monocyte",0.20202562599029544,0.6530907632384941,4,1.0,-0.0
3,"CD14-low, CD16-positive monocyte",0.019256706224406537,0.889633059037331,5,1.0,-0.0
3,CD14-positive monocyte,0.0,1.0,6,1.0,-0.0
3,macrophage,0.009366979454649095,0.9228986000007666,7,1.0,-0.0
3,alveolar macrophage,0.047383322963749606,0.8276807018476859,7,1.0,-0.0
3,elicited macrophage,1.5623726596380947,0.21131815518571598,10,0.6765888301998801,0.16967517625332676
3,lung macrophage,1.7912043278420822,0.18077949642570704,10,0.6081522229989222,0.21598770142791135
3,inflammatory macrophage,0.5708164689957014,0.4499346556659888,4,0.9339299320536322,0.029685705422952544
3,alternatively activated macrophage,0.21127351084751184,0.6457710652610178,7,1.0,-0.0
3,central nervous system macrophage,0.00970315623889196,0.921531619382738,7,1.0,-0.0
3,dendritic cell,0.4397637128076686,0.5072365231680807,8,0.9765044276858084,0.010325783184980166
3,CD1c-positive myeloid dendritic cell,1.1039394278225678e-05,0.9973489868330568,5,1.0,-0.0
3,plasmacytoid dendritic cell,0.07848093435753561,0.7793666538443661,7,1.0,-0.0
3,conventional dendritic cell,1.4691999519980046,0.22547196567672048,2,0.6915736762353192,0.16016154588295814
3,granulocyte,2.438675005691409,0.11837617797783274,2,0.5136847973539259,0.28930328715282777
3,neutrophil,0.11025903292010675,0.739849423057021,8,1.0,-0.0
3,mast cell,0.019256706224406537,0.889633059037331,5,1.0,-0.0
3,leukocyte,0.12568790544088668,0.7229455459802121,6,1.0,-0.0
3,erythrocyte,0.12324682307602644,0.725539383024391,3,1.0,-0.0
3,platelet,0.013801816955630349,0.906478793026861,4,1.0,-0.0
3,hematopoietic stem cell,2.146203844651462,0.14292288767698683,2,0.5549967793970146,0.2557095370469872
3,tracheal goblet cell,1.323702716716664,0.24992860843035164,7,0.7139866766192952,0.14630989232005467
3,club cell,0.004685791143055513,0.9454251611331597,4,1.0,-0.0
3,type I pneumocyte,4.470111533927881,0.03449274000048282,14,0.21338728983349542,0.6708314523884402
3,type II pneumocyte,0.9039093062285461,0.3417356407352071,10,0.8307145204286176,0.08054819824198681
3,ciliated columnar cell of tracheobronchial tree,0.1788480696405227,0.6723650658334641,8,1.0,-0.0
3,respiratory basal cell,0.010645933487448685,0.9178208009599834,6,1.0,-0.0
3,respiratory hillock cell,0.07848093435753561,0.7793666538443661,7,1.0,-0.0
3,nasal mucosa goblet cell,0.0,1.0,5,1.0,-0.0
3,goblet cell,0.034985904232718835,0.8516251992709261,9,1.0,-0.0
3,kidney collecting duct intercalated cell,0.06312206716351366,0.801627745806281,6,1.0,-0.0
3,kidney collecting duct principal cell,1.0865361610654065,0.29723995986176877,12,0.7586894080387804,0.11993597902070974
3,kidney connecting tubule epithelial cell,0.002131933905499828,0.9631724661685804,7,1.0,-0.0
3,epithelial cell of proximal tubule,0.3583954444820276,0.549398717735113,6,0.9957013194765282,0.001870917356020546
3,kidney distal convoluted tubule epithelial cell,0.006693835432946645,0.9347931415419857,9,1.0,-0.0
3,kidney loop of Henle thick ascending limb epithelial cell,0.07452009400968135,0.7848657544847157,8,1.0,-0.0
3,kidney loop of Henle thin descending limb epithelial cell,0.9985341305615689,0.3176654655137884,12,0.7887611898811752,0.10305446651906013
3,kidney loop of Henle thin ascending limb epithelial cell,2.38241605075767,0.12270763827260688,13,0.5158006007930476,0.28751815634125044
3,enterocyte,0.1215356543953762,0.7273748800550698,4,1.0,-0.0
3,intestine goblet cell,0.5507789094029977,0.45799960674597007,2,0.9376871310801989,0.027942044255610962
3,enteroendocrine cell,0.0,1.0,5,1.0,-0.0
3,foveolar cell of stomach,0.6422214116254278,0.4229075347906791,2,0.9188169654678445,0.03677099438575753
3,mucous neck cell,0.03287468230028848,0.856121300192356,4,1.0,-0.0
3,keratinocyte,0.1114715360214094,0.7384749925209604,4,1.0,-0.0
3,luminal epithelial cell of mammary gland,0.1006007760916985,0.7511098669830292,8,1.0,-0.0
3,myoepithelial cell of mammary gland,2.043056796977221,0.15290211670455145,10,0.562325399713017,0.2500122993714926
3,basal cell,2.254253714373964,0.133247678788999,11,0.5344549753624686,0.2720888756287453
3,endothelial cell,27.6537353642348,1.450916180323572e-07,21,1.7652813527270126e-05,4.753186066367433
3,blood vessel endothelial cell,10.364588020959618,0.001284555621080655,14,0.02287135618021654,1.6407080826988032
3,vein endothelial cell,25.915301048827498,3.5673028829794223e-07,20,3.720187292249969e-05,4.429435195079633
3,endothelial cell of artery,35.09283763146349,3.1435490014911987e-09,22,7.649302570295251e-07,6.116378160098663
3,capillary endothelial cell,18.55473960032571,1.6509421497440182e-05,19,0.001095625244830121,2.960337969513999
3,endothelial cell of lymphatic vessel,13.879745574326611,0.00019488745395839155,14,0.005269179310726882,2.278257022088781
3,pulmonary artery endothelial cell,16.42269540637885,5.0674850516077213e-05,18,0.002055146715374243,2.6871571687256193
3,neuron,2.688124293824095,0.10109876066983751,10,0.4618735178775781,0.3354769378819318
3,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,0.8563401839657295,0.354764895843119,8,0.8408388765112885,0.0752872167419378
3,L6b glutamatergic cortical neuron,0.26085357804715753,0.6095343408729146,7,1.0,-0.0
3,near-projecting glutamatergic cortical neuron,1.5838601193763742,0.20820554949841413,9,0.6725223501497447,0.17229327803869693
3,corticothalamic-projecting glutamatergic cortical neuron,0.024311500428516545,0.8760949327411198,6,1.0,-0.0
3,caudal ganglionic eminence derived GABAergic cortical interneuron,2.0558637882858717,0.15162124752870482,9,0.56184523195916,0.25038330037915896
3,lamp5 GABAergic cortical interneuron,1.2344441200717848,0.2665445002435749,9,0.7342546610483384,0.13415328789518843
3,sst GABAergic cortical interneuron,0.4250791939663939,0.5144134444916497,7,0.9765044276858084,0.010325783184980166
3,pvalb GABAergic cortical interneuron,1.4271175175021404,0.23223543776322636,8,0.7005449155667571,0.15456401461454244
3,vip GABAergic cortical interneuron,1.8884388048805416,0.16937811411275674,9,0.5860001104374997,0.23210230213482372
3,sncg GABAergic cortical interneuron,1.1166408849073397,0.2906429097270127,8,0.7586894080387804,0.11993597902070974
3,chandelier pvalb GABAergic cortical interneuron,2.368566985411413,0.12380064898566918,8,0.5158006007930476,0.28751815634125044
3,retinal ganglion cell,0.6826430680329764,0.4086780763039872,10,0.9121460162270781,0.03993563429684551
3,amacrine cell,0.5636135092802351,0.45280795771943294,10,0.9339299320536322,0.029685705422952544
3,retina horizontal cell,0.31318692335212783,0.5757311145354088,5,1.0,-0.0
3,astrocyte,1.5192118338132274,0.2177388052547591,10,0.6779793487314846,0.16878353455263145
3,astrocyte of the cerebral cortex,0.6996096158028077,0.4029149000839217,9,0.9022327517216652,0.044681411738618726
3,oligodendrocyte,0.0956830755637131,0.7570729386774854,5,1.0,-0.0
3,oligodendrocyte precursor cell,0.0,1.0,6,1.0,-0.0
3,microglial cell,0.0,1.0,6,1.0,-0.0
3,ependymal cell,0.016940828440169163,0.8964422633992506,8,1.0,-0.0
3,Bergmann glial cell,0.1788480696405227,0.6723650658334641,8,1.0,-0.0
3,Schwann cell,9.497824781580691,0.0020571563009221497,16,0.02965306045465445,1.5279304770053903
3,retinal rod cell,0.6059107022537402,0.436331670684449,5,0.9188984816228384,0.036732466096321796
3,retinal cone cell,1.1095437442677334,0.29218114989972205,4,0.7586894080387804,0.11993597902070974
3,fibroblast of cardiac tissue,13.807562528373088,0.00020251941183300156,19,0.005279970379931826,2.2773685138048703
3,bronchus fibroblast of lung,35.75510347447439,2.237450821705671e-09,20,7.649302570295251e-07,6.116378160098663
3,alveolar type 1 fibroblast cell,8.132005641418603,0.004349061152544375,15,0.04884330217472914,1.311194982159925
3,alveolar type 2 fibroblast cell,28.46773887418082,9.52728387995026e-08,21,1.390983446472738e-05,4.856678038338884
3,kidney interstitial fibroblast,5.7713726229131765,0.016289306558822415,15,0.13476179822631587,0.8704332025398658
3,pericyte,2.001506182207537,0.1571429884129527,11,0.562325399713017,0.2500122993714926
3,lung pericyte,5.902450082647921,0.015119838034640891,13,0.13139859244390298,0.8814092869613219
3,renal interstitial pericyte,4.694006981849564,0.030267984278965893,14,0.19553653560747877,0.708772083637678
3,smooth muscle cell,10.003437032936672,0.0015624834136894568,15,0.024795932434637027,1.6056195557090867
3,vascular associated smooth muscle cell,3.5091172904543066,0.061031965115240755,11,0.3349874777001936,0.474971427194057
3,tracheobronchial smooth muscle cell,1.13162979051373,0.2874279684782306,10,0.7586894080387804,0.11993597902070974
3,mesothelial cell,9.4493210192988,0.0021122727995096322,17,0.02965306045465445,1.5279304770053903
4,B cell,0.563403781099897,0.4528920492424463,3,0.9339299320536322,0.029685705422952544
4,naive B cell,0.013801816955630349,0.906478793026861,4,1.0,-0.0
4,memory B cell,0.07507094517778498,0.7840917104246286,4,1.0,-0.0
4,mature B cell,0.6684586883389313,0.41358949502899023,3,0.9121460162270781,0.03993563429684551
4,plasma cell,0.12979687322698533,0.7186427406988138,7,1.0,-0.0
4,transitional stage B cell,1.239089637343693,0.2656465750572373,2,0.7342546610483384,0.13415328789518843
4,class switched memory B cell,0.15931689706796318,0.6897862130892461,3,1.0,-0.0
4,immature B cell,0.17217436039156656,0.6781865706138104,3,1.0,-0.0
4,IgA plasma cell,0.5470667093968364,0.45951871817394874,4,0.9376871310801989,0.027942044255610962
4,IgG plasma cell,0.00040588726697546155,0.9839263911035373,4,1.0,-0.0
4,plasmablast,0.002511158527976765,0.9600335666215635,5,1.0,-0.0
4,T cell,0.023531542708358343,0.8780828893302528,5,1.0,-0.0
4,alpha-beta T cell,0.10437490259305561,0.7466414352517556,5,1.0,-0.0
4,memory T cell,0.14181596393842882,0.7064823311146873,7,1.0,-0.0
4,"CD4-positive, alpha-beta T cell",0.17729855479165252,0.6737051726673053,4,1.0,-0.0
4,"CD8-positive, alpha-beta T cell",0.06990475197718674,0.7914755115300187,7,1.0,-0.0
4,"naive thymus-derived CD4-positive, alpha-beta T cell",0.1319713416618839,0.716396777234371,4,1.0,-0.0
4,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1427719081584663,0.7055407638300322,4,1.0,-0.0
4,"CD4-positive, alpha-beta memory T cell",0.08357821541156894,0.7725056405165515,4,1.0,-0.0
4,"CD8-positive, alpha-beta memory T cell",0.0,1.0,5,1.0,-0.0
4,"effector CD8-positive, alpha-beta T cell",0.0,1.0,6,1.0,-0.0
4,regulatory T cell,0.21488431991390902,0.6429657649312039,4,1.0,-0.0
4,T follicular helper cell,0.8251748482311828,0.363671493195306,3,0.8515156891950945,0.06980734574238653
4,CD4-positive helper T cell,0.05079894425444288,0.8216788374786573,5,1.0,-0.0
4,"CD4-positive, alpha-beta cytotoxic T cell",0.0,1.0,5,1.0,-0.0
4,"CD8-positive, alpha-beta cytotoxic T cell",0.00035047516625990184,0.9850636899885659,5,1.0,-0.0
4,mature alpha-beta T cell,0.044580773224819716,0.8327767835107985,5,1.0,-0.0
4,gamma-delta T cell,0.0,1.0,5,1.0,-0.0
4,mature gamma-delta T cell,0.0,1.0,6,1.0,-0.0
4,mucosal invariant T cell,0.0,1.0,5,1.0,-0.0
4,T-helper 22 cell,0.30495898771782975,0.5807901534067812,3,1.0,-0.0
4,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",0.16393777310471663,0.6855566799348951,6,1.0,-0.0
4,double negative T regulatory cell,0.23323192857347716,0.6291376885778168,5,1.0,-0.0
4,"central memory CD4-positive, alpha-beta T cell",0.027395228373030378,0.8685386131086926,4,1.0,-0.0
4,"central memory CD8-positive, alpha-beta T cell",0.0,1.0,5,1.0,-0.0
4,"effector memory CD4-positive, alpha-beta T cell",0.0,1.0,5,1.0,-0.0
4,"effector memory CD8-positive, alpha-beta T cell",0.0,1.0,5,1.0,-0.0
4,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.02820783867787781,0.8666211244566555,5,1.0,-0.0
4,"activated CD4-positive, alpha-beta T cell",0.12568790544088668,0.7229455459802121,6,1.0,-0.0
4,"activated CD8-positive, alpha-beta T cell",0.0,1.0,7,1.0,-0.0
4,"double-positive, alpha-beta thymocyte",0.0,1.0,8,1.0,-0.0
4,double negative thymocyte,0.0,1.0,6,1.0,-0.0
4,natural killer cell,0.0,1.0,5,1.0,-0.0
4,mature NK T cell,0.10437490259305561,0.7466414352517556,5,1.0,-0.0
4,"CD16-positive, CD56-dim natural killer cell, human",0.023531542708358343,0.8780828893302528,5,1.0,-0.0
4,"CD16-negative, CD56-bright natural killer cell, human",0.0,1.0,5,1.0,-0.0
4,lymphocyte,0.056733206131593925,0.8117358003777344,7,1.0,-0.0
4,innate lymphoid cell,0.29862530382538777,0.5847455179311742,4,1.0,-0.0
4,immature innate lymphoid cell,0.0,1.0,8,1.0,-0.0
4,lymphoid lineage restricted progenitor cell,0.3039447870045155,0.5814198972650518,6,1.0,-0.0
4,monocyte,0.0,1.0,6,1.0,-0.0
4,classical monocyte,0.06434009293176528,0.7997632687243821,5,1.0,-0.0
4,non-classical monocyte,0.3445037000904011,0.5572410652650533,4,0.9995409789222511,0.0001993960881491295
4,intermediate monocyte,0.038738773747452895,0.8439670847145572,5,1.0,-0.0
4,"CD14-positive, CD16-negative classical monocyte",0.05436478542594113,0.8156351673857495,7,1.0,-0.0
4,"CD14-positive, CD16-positive monocyte",0.0,1.0,6,1.0,-0.0
4,"CD14-low, CD16-positive monocyte",0.32892678919670804,0.5662917178527873,4,1.0,-0.0
4,CD14-positive monocyte,0.0,1.0,6,1.0,-0.0
4,macrophage,1.8396738586300223,0.17498917781866813,10,0.5941493014308267,0.2261044091600975
4,alveolar macrophage,1.156301299208398,0.2822339412663722,9,0.7546914912983579,0.12223054639524869
4,elicited macrophage,0.6996096158028077,0.4029149000839217,9,0.9022327517216652,0.044681411738618726
4,lung macrophage,0.006728780730520227,0.9346235366991966,7,1.0,-0.0
4,inflammatory macrophage,0.0,1.0,6,1.0,-0.0
4,alternatively activated macrophage,0.18949512818101635,0.6633371504764436,4,1.0,-0.0
4,central nervous system macrophage,1.0874964396285904,0.29702658330462606,11,0.7586894080387804,0.11993597902070974
4,dendritic cell,0.0,1.0,6,1.0,-0.0
4,CD1c-positive myeloid dendritic cell,0.0,1.0,6,1.0,-0.0
4,plasmacytoid dendritic cell,0.023531542708358343,0.8780828893302528,5,1.0,-0.0
4,conventional dendritic cell,0.563403781099897,0.4528920492424463,3,0.9339299320536322,0.029685705422952544
4,granulocyte,0.016008191412853798,0.8993175627237664,7,1.0,-0.0
4,neutrophil,0.11025903292010675,0.739849423057021,8,1.0,-0.0
4,mast cell,0.0,1.0,6,1.0,-0.0
4,leukocyte,0.0011545688814097034,0.9728939383706696,8,1.0,-0.0
4,erythrocyte,0.7378307873339977,0.39035664154315053,2,0.8877269418271024,0.05172059941756668
4,platelet,0.705506782978322,0.40093949876767887,7,0.9022327517216652,0.044681411738618726
4,hematopoietic stem cell,0.02820783867787781,0.8666211244566555,5,1.0,-0.0
4,tracheal goblet cell,0.41552424552064227,0.5191788500216477,6,0.9765044276858084,0.010325783184980166
4,club cell,0.0,1.0,5,1.0,-0.0
4,type I pneumocyte,0.8185723622178989,0.365597904447576,5,0.8515156891950945,0.06980734574238653
4,type II pneumocyte,0.0,1.0,7,1.0,-0.0
4,ciliated columnar cell of tracheobronchial tree,0.1788480696405227,0.6723650658334641,8,1.0,-0.0
4,respiratory basal cell,0.010645933487448685,0.9178208009599834,6,1.0,-0.0
4,respiratory hillock cell,0.07848093435753561,0.7793666538443661,7,1.0,-0.0
4,nasal mucosa goblet cell,0.13048833291309608,0.7179262550477266,6,1.0,-0.0
4,goblet cell,0.31721066409865467,0.5732887753091414,6,1.0,-0.0
4,kidney collecting duct intercalated cell,0.06312206716351366,0.801627745806281,6,1.0,-0.0
4,kidney collecting duct principal cell,0.16631598657598307,0.6834068786526049,7,1.0,-0.0
4,kidney connecting tubule epithelial cell,0.002131933905499828,0.9631724661685804,7,1.0,-0.0
4,epithelial cell of proximal tubule,2.6860173789185935,0.10123255186357875,13,0.4618735178775781,0.3354769378819318
4,kidney distal convoluted tubule epithelial cell,0.0,1.0,8,1.0,-0.0
4,kidney loop of Henle thick ascending limb epithelial cell,0.285469054650887,0.593138805479948,5,1.0,-0.0
4,kidney loop of Henle thin descending limb epithelial cell,0.006805723467861757,0.9342516558677774,8,1.0,-0.0
4,kidney loop of Henle thin ascending limb epithelial cell,0.0,1.0,8,1.0,-0.0
4,enterocyte,1.0374446203021919,0.3084165312277225,8,0.7763588544697843,0.10993748944832962
4,intestine goblet cell,0.09455160801842996,0.7584685673859903,5,1.0,-0.0
4,enteroendocrine cell,0.04950942737988825,0.8239191156118058,6,1.0,-0.0
4,foveolar cell of stomach,1.5956218905220232,0.20652475783420354,7,0.6725223501497447,0.17229327803869693
4,mucous neck cell,0.5823533218902005,0.4453913694670577,7,0.9316209160772267,0.030760769563128555
4,keratinocyte,1.076541643279255,0.2994725042184183,8,0.7617244880816911,0.1182020823903356
4,luminal epithelial cell of mammary gland,0.0,1.0,7,1.0,-0.0
4,myoepithelial cell of mammary gland,0.0,1.0,6,1.0,-0.0
4,basal cell,0.0,1.0,7,1.0,-0.0
4,endothelial cell,0.016940828440169163,0.8964422633992506,8,1.0,-0.0
4,blood vessel endothelial cell,1.156301299208398,0.2822339412663722,9,0.7546914912983579,0.12223054639524869
4,vein endothelial cell,0.06676829035482781,0.7961016056666426,8,1.0,-0.0
4,endothelial cell of artery,0.0170706445894706,0.8960484875138681,6,1.0,-0.0
4,capillary endothelial cell,0.6576993381987537,0.41737334025716755,10,0.9177184891196756,0.037290518549812676
4,endothelial cell of lymphatic vessel,0.9993306819984953,0.31747251744263405,8,0.7887611898811752,0.10305446651906013
4,pulmonary artery endothelial cell,0.4502655762231307,0.502208863431252,5,0.9765044276858084,0.010325783184980166
4,neuron,0.29862530382538777,0.5847455179311742,4,1.0,-0.0
4,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,0.17729855479165252,0.6737051726673053,4,1.0,-0.0
4,L6b glutamatergic cortical neuron,0.15393083765728122,0.694806859674413,4,1.0,-0.0
4,near-projecting glutamatergic cortical neuron,0.895504618742287,0.3439899548198815,3,0.8307145204286176,0.08054819824198681
4,corticothalamic-projecting glutamatergic cortical neuron,0.0,1.0,5,1.0,-0.0
4,caudal ganglionic eminence derived GABAergic cortical interneuron,0.1427719081584663,0.7055407638300322,4,1.0,-0.0
4,lamp5 GABAergic cortical interneuron,1.0914942722055643,0.2961403634942586,3,0.7586894080387804,0.11993597902070974
4,sst GABAergic cortical interneuron,0.5431345854754911,0.46113654802437176,3,0.9376871310801989,0.027942044255610962
4,pvalb GABAergic cortical interneuron,0.46468336059850845,0.4954432936752202,3,0.9696343281043185,0.013392017515276017
4,vip GABAergic cortical interneuron,0.17729855479165252,0.6737051726673053,4,1.0,-0.0
4,sncg GABAergic cortical interneuron,0.1017858554167209,0.7496969725368147,4,1.0,-0.0
4,chandelier pvalb GABAergic cortical interneuron,0.0,1.0,4,1.0,-0.0
4,retinal ganglion cell,0.11682973723788062,0.7324986602573378,6,1.0,-0.0
4,amacrine cell,0.624263891055842,0.4294671965479028,5,0.9188984816228384,0.036732466096321796
4,retina horizontal cell,0.31318692335212783,0.5757311145354088,5,1.0,-0.0
4,astrocyte,0.0,1.0,7,1.0,-0.0
4,astrocyte of the cerebral cortex,0.1633294703349584,0.6861094712466056,5,1.0,-0.0
4,oligodendrocyte,0.012457745212013514,0.9111292570995587,7,1.0,-0.0
4,oligodendrocyte precursor cell,0.0,1.0,6,1.0,-0.0
4,microglial cell,0.05079894425444288,0.8216788374786573,5,1.0,-0.0
4,ependymal cell,1.1095437442677334,0.29218114989972205,4,0.7586894080387804,0.11993597902070974
4,Bergmann glial cell,0.6685724171916791,0.4135497705089113,4,0.9121460162270781,0.03993563429684551
4,Schwann cell,1.3558933549072527,0.2442504689279959,4,0.7123142019741027,0.1473283966950237
4,retinal rod cell,1.3558933549072527,0.2442504689279959,4,0.7123142019741027,0.1473283966950237
4,retinal cone cell,3.3942633406069787,0.06542358095411428,2,0.35377195627039576,0.45127659686364535
4,fibroblast of cardiac tissue,2.0331235229885563,0.15390402122528551,4,0.562325399713017,0.2500122993714926
4,bronchus fibroblast of lung,0.09729148642300976,0.7551044899499001,7,1.0,-0.0
4,alveolar type 1 fibroblast cell,0.010480112988761657,0.9184610719163632,8,1.0,-0.0
4,alveolar type 2 fibroblast cell,0.029690290311651428,0.863194839984798,8,1.0,-0.0
4,kidney interstitial fibroblast,0.34443857838348046,0.5572783266045975,6,0.9995409789222511,0.0001993960881491295
4,pericyte,0.37816024447770413,0.5385894905998876,9,0.9945127463153812,0.002389646306302528
4,lung pericyte,0.0,1.0,7,1.0,-0.0
4,renal interstitial pericyte,0.41975533068379844,0.5170591547384116,10,0.9765044276858084,0.010325783184980166
4,smooth muscle cell,0.0,1.0,7,1.0,-0.0
4,vascular associated smooth muscle cell,0.3565444469137539,0.5504316527522577,8,0.9957013194765282,0.001870917356020546
4,tracheobronchial smooth muscle cell,0.06676829035482781,0.7961016056666426,8,1.0,-0.0
4,mesothelial cell,0.4016075806354909,0.5262602010441314,6,0.980025374393408,0.00876267959691791
5,B cell,0.029723254933020134,0.8631196639015276,6,1.0,-0.0
5,naive B cell,0.705506782978322,0.40093949876767887,7,0.9022327517216652,0.044681411738618726
5,memory B cell,0.4250791939663939,0.5144134444916497,7,0.9765044276858084,0.010325783184980166
5,mature B cell,0.2974073384916659,0.5855123704088374,7,1.0,-0.0
5,plasma cell,0.12979687322698533,0.7186427406988138,7,1.0,-0.0
5,transitional stage B cell,0.6117022357536982,0.4341476072761792,7,0.9188984816228384,0.036732466096321796
5,class switched memory B cell,0.010578321034897578,0.9180812553556966,5,1.0,-0.0
